"","STATION","DATE","GEAR","HOUR","MINUTE","ESTUARY","ZONE","DEPTH","TRANS","W_DIR","W_FOR","SEA_ST","CLOUD","SAL_SUR","SAL_BOT","TMP_SUR","TMP_BOT","OXY_SUR","OXY_BOT","HABITAT","PH_SUR","PH_BOT","FNU_SURF","FNU_BOT","X","X.1"
"1429",92,"10/21/2021",1,11,19,1,5,12,4.5,"9",1,1,2,20.7,21,24.5,24,8,6.9,402,NA,NA,NA,NA,NA,NA
"1430",49,"11/9/2021",1,11,20,3,2,8,4.8,"9",2,0,2,0.8,1.7,18,17.6,6.8,7.2,312,NA,NA,NA,NA,NA,NA
"1431",50,"11/9/2021",1,11,56,3,2,16,4.2,"9",2,0,2,2.3,9.2,18.4,18.6,7.7,7.8,312,NA,NA,NA,NA,NA,NA
"1432",51,"11/9/2021",1,12,20,3,3,6,4.5,"9",2,1,2,5.6,11.5,19.6,18.3,8.1,8.1,112,NA,NA,NA,NA,NA,NA
"1433",52,"10/24/2022",1,10,39,3,3,10,4.5,"14",3,1,2,18.9,20.81,21,21,8,7.88,112,8,7.9,2.6,2.7,NA,NA
"1434",60,"10/24/2022",1,10,7,3,4,10,3.5,"14",2,1,2,21.5,21.6,20.9,20.8,7.6,7.46,402,7.9,7.89,2.48,7.38,NA,NA
"1435",32,"8/21/2008",1,9,23,2,5,14,4.5,"4",2,1,3,19,29,29.4,29.2,7.5,5.6,402,NA,NA,NA,NA,NA,NA
"1436",36,"3/19/2009",1,12,32,2,2,14,3,"14",3,0,3,3,7,23.7,21,6.9,1.8,222,NA,NA,NA,NA,NA,NA
"1437",54,"3/30/2009",1,10,11,1,4,10,3,"9",4,4,3,8,13,18.1,18.4,7.1,7.5,402,NA,NA,NA,NA,NA,NA
"1438",95,"3/30/2009",1,10,56,2,4,22,1,"9",4,2,3,0,0,17.8,17.6,5.9,6.1,322,NA,NA,NA,NA,NA,NA
"1439",93,"5/5/2009",1,9,42,1,5,20,2.5,"20",4,4,3,14,17,25.4,25.1,7.2,6.5,402,NA,NA,NA,NA,NA,NA
"1440",76,"5/14/2009",1,8,40,2,5,20,6,"14",4,3,3,20,21,27.2,27.2,7.1,7.3,412,NA,NA,NA,NA,NA,NA
"1441",32,"5/14/2009",1,9,20,2,5,16,2.5,"14",4,3,3,17,17,27.1,26.9,6.8,6.5,402,NA,NA,NA,NA,NA,NA
"1442",77,"5/14/2009",1,7,59,2,5,17,5,"18",4,5,3,18,20,26.9,26.9,6.9,6.7,701,NA,NA,NA,NA,NA,NA
"1443",92,"6/11/2009",1,9,20,1,5,12,4,"22",3,2,3,22.9,25,28.7,26.9,6.7,3.9,402,NA,NA,NA,NA,NA,NA
"1444",47,"6/11/2009",1,8,25,1,5,32,3,"22",2,1,3,7,31,27.4,25.2,6.6,3.5,412,NA,NA,NA,NA,NA,NA
"1445",7003,"6/11/2009",1,8,50,1,5,37,3,"22",3,2,3,20,24,27.8,25.6,6.4,4.7,412,NA,NA,NA,NA,NA,NA
"1446",7005,"9/15/2009",1,9,0,1,5,32,2.5,"22",4,6,3,30,30,27.4,27.5,6.8,6.5,412,NA,NA,NA,NA,NA,NA
"1447",3226,"9/21/2009",1,9,9,2,5,10,3.5,"22",1,1,3,25,25,28.7,28.6,5.9,5.1,402,NA,NA,NA,NA,NA,NA
"1448",3138,"9/21/2009",1,9,38,2,4,7,3.5,"22",1,1,3,25,25,28.7,28.7,5.8,6,404,NA,NA,NA,NA,NA,NA
"1449",34,"12/16/2009",1,9,17,2,3,13,1.5,"4",5,2,3,0,0,14.5,14.2,7.7,8.1,112,NA,NA,NA,NA,NA,NA
"1450",36,"2/18/2010",1,12,45,2,2,14,2,"18",4,1,3,0,0,11,9.6,10,10.1,222,NA,NA,NA,NA,NA,NA
"1451",34,"2/18/2010",1,13,16,2,3,19,2,"18",4,1,3,3,8,10.3,9.8,11,9.6,112,NA,NA,NA,NA,NA,NA
"1452",77,"5/17/2010",1,10,16,2,5,18,7,"32",4,4,3,23,24,25.7,25.4,6,6.1,701,NA,NA,NA,NA,NA,NA
"1453",5010,"5/17/2010",1,12,14,2,4,18,5.5,"27",2,2,3,16,22,27.5,25.9,7.6,5.6,412,NA,NA,NA,NA,NA,NA
"1454",3147,"5/17/2010",1,8,42,2,4,16,3.5,"27",4,6,3,14,16,25,25.1,7.1,6.8,404,NA,NA,NA,NA,NA,NA
"1455",32,"5/17/2010",1,11,48,2,5,16,5,"0",0,1,3,14,21,26.1,25.8,7.8,5.9,402,NA,NA,NA,NA,NA,NA
"1456",3201,"5/17/2010",1,9,15,2,5,16,4,"27",4,4,3,16,17,25,25.2,7.3,7.2,402,NA,NA,NA,NA,NA,NA
"1457",34,"5/17/2010",1,14,50,2,3,18,1.5,"27",3,2,3,0,0,24.9,23.5,6,5.9,112,NA,NA,NA,NA,NA,NA
"1458",37,"8/20/2010",1,12,30,2,4,10,3,"27",2,1,3,17,22,31.5,30.6,7.1,5.9,112,NA,NA,NA,NA,NA,NA
"1459",47,"9/8/2010",1,9,10,1,5,36,3.5,"9",2,1,3,21,27,29.6,29.4,5.6,6.2,412,NA,NA,NA,NA,NA,NA
"1460",7002,"9/8/2010",1,9,40,1,5,38,3,"9",2,1,3,25,26,29.4,29.5,6.6,5.3,412,NA,NA,NA,NA,NA,NA
"1461",4237,"9/21/2010",1,10,22,2,5,17,6,"9",3,1,3,24,25,29.7,29.8,6.8,6.7,402,NA,NA,NA,NA,NA,NA
"1462",3220,"9/21/2010",1,9,57,2,5,16,7,"9",3,2,3,21,25,29.6,29.8,7.1,5.7,402,NA,NA,NA,NA,NA,NA
"1463",3113,"10/18/2010",1,8,54,2,4,13,3,"22",2,2,3,27.3,27.3,22.5,22.4,6.1,6.2,404,NA,NA,NA,NA,NA,NA
"1464",37,"10/18/2010",1,13,25,2,4,16,3,"27",3,2,3,25,25,23.9,22.8,6.8,6.5,112,NA,NA,NA,NA,NA,NA
"1465",76,"10/18/2010",1,11,8,2,5,28,10,"27",2,1,3,29.2,30.7,23.3,23.7,6.3,5.9,412,NA,NA,NA,NA,NA,NA
"1466",5010,"10/18/2010",1,12,58,2,4,16,6.5,"27",2,1,3,28.8,29.5,24,23.7,6.5,5.4,412,NA,NA,NA,NA,NA,NA
"1467",6204,"10/18/2010",1,12,3,1,5,14,4.5,"27",2,1,3,27.6,28.7,23.5,23.3,6.4,5.9,402,NA,NA,NA,NA,NA,NA
"1468",7009,"5/9/2011",1,10,23,1,5,46,6,"18",2,1,3,20.6,28.7,25.2,23.6,6.8,4.2,412,NA,NA,NA,NA,NA,NA
"1469",6218,"5/9/2011",1,11,29,1,5,17,6,"22",2,1,3,18.1,20,25.6,24.7,7.5,7.3,402,NA,NA,NA,NA,NA,NA
"1470",36,"6/1/2011",1,12,18,2,2,13,3,"36",2,0,3,8.5,8.7,31,30.2,7.5,5.6,222,NA,NA,NA,NA,NA,NA
"1471",36,"7/1/2011",1,12,20,2,2,11,2.5,"18",2,0,3,8.6,1.7,32.4,31.4,7.5,5.8,222,NA,NA,NA,NA,NA,NA
"1472",6208,"7/7/2011",1,11,7,1,5,14,3,"32",2,1,3,21,21.5,31.1,31,7.4,6.8,402,NA,NA,NA,NA,NA,NA
"1473",93,"7/7/2011",1,10,22,1,5,17,3,"32",2,1,3,23.8,25.4,30.6,30.5,6.2,5.3,402,NA,NA,NA,NA,NA,NA
"1474",92,"7/7/2011",1,9,56,1,5,12,3,"32",1,1,3,21.9,23.9,31,30.5,6.6,4.6,402,NA,NA,NA,NA,NA,NA
"1475",54,"7/7/2011",1,11,36,1,4,9,3,"27",3,1,3,13.4,20.2,31.9,31.4,6.9,5,402,NA,NA,NA,NA,NA,NA
"1476",3206,"3/15/2012",1,12,45,2,5,14,4,"14",1,1,3,12.3,21.2,23.4,20.8,9.7,7.2,402,NA,NA,NA,NA,NA,NA
"1477",4108,"3/15/2012",1,13,35,2,4,12,3.5,"11",1,1,3,13.8,20.1,22.3,20,9.5,7.2,404,NA,NA,NA,NA,NA,NA
"1478",34,"4/19/2012",1,13,40,2,3,17,2.5,"18",2,1,3,1.6,5.6,24.4,23.5,7.9,6.1,112,NA,NA,NA,NA,NA,NA
"1479",32,"5/7/2012",1,11,46,2,5,14,4,"3",2,2,3,18.9,21.5,27.1,26.5,6.8,6.5,402,NA,NA,NA,NA,NA,NA
"1480",54,"5/7/2012",1,12,40,1,4,9,4,"14",3,2,3,20.3,23,27.5,27.2,7,6.4,402,NA,NA,NA,NA,NA,NA
"1481",92,"5/7/2012",1,9,22,1,5,12,11,"9",3,2,3,24.3,24.3,26.9,26.9,6.2,6.2,402,NA,NA,NA,NA,NA,NA
"1482",93,"5/7/2012",1,10,44,1,5,18,14,"9",3,2,3,28.1,28.4,26.5,26.4,6.5,6.2,402,NA,NA,NA,NA,NA,NA
"1483",6103,"5/7/2012",1,12,10,1,4,6,3.5,"14",3,2,3,13.8,15.6,27.6,27.8,7.8,6.9,404,NA,NA,NA,NA,NA,NA
"1484",34,"5/15/2012",1,14,35,2,3,15,3.5,"9",1,1,3,4,13.5,27.8,26.4,9.3,4.1,112,NA,NA,NA,NA,NA,NA
"1485",3112,"5/15/2012",1,12,54,2,4,11,4,"9",1,1,3,16,19,27,26.4,7.7,5.3,404,NA,NA,NA,NA,NA,NA
"1486",54,"6/7/2012",1,11,40,1,4,9,3.3,"9",1,1,3,26.6,26.8,29.3,29,6.6,5.7,402,NA,NA,NA,NA,NA,NA
"1487",6213,"6/7/2012",1,10,50,1,5,13,5,"9",1,1,3,26.6,27.9,28.3,28.2,6.4,5.6,402,NA,NA,NA,NA,NA,NA
"1488",34,"6/13/2012",1,14,40,2,3,16,2.5,"4",3,1,3,0.6,1.8,27,26.7,5.3,4.9,112,NA,NA,NA,NA,NA,NA
"1489",36,"6/13/2012",1,14,10,2,2,14,2,"4",3,1,3,2.2,2.5,28.8,27.4,5.7,4.3,222,NA,NA,NA,NA,NA,NA
"1490",76,"6/13/2012",1,9,35,2,5,23,8,"32",3,3,3,28,28.2,27,26.9,6.3,5.7,412,NA,NA,NA,NA,NA,NA
"1491",77,"6/13/2012",1,10,20,2,5,16,6,"4",3,3,3,27.5,28,26.9,26.6,6.2,5.7,701,NA,NA,NA,NA,NA,NA
"1492",3147,"6/13/2012",1,11,55,2,4,13,4.5,"36",4,3,3,21.6,24.2,27.2,27,6.9,5.6,404,NA,NA,NA,NA,NA,NA
"1493",3232,"6/13/2012",1,11,20,2,5,16,5.5,"32",3,2,3,24.2,26.8,27.6,27,7.1,5.1,402,NA,NA,NA,NA,NA,NA
"1494",4228,"6/13/2012",1,10,45,2,5,15,7,"32",3,2,3,26.1,26.5,27.1,27.2,6.8,6.8,402,NA,NA,NA,NA,NA,NA
"1495",36,"7/12/2012",1,12,45,2,2,14,3,"22",3,1,3,9.2,11.3,30.9,29.8,8.2,2.7,222,NA,NA,NA,NA,NA,NA
"1496",4119,"7/12/2012",1,11,8,2,4,13,3,"22",3,3,3,25.3,25.2,28.9,28.9,5.7,5.6,404,NA,NA,NA,NA,NA,NA
"1497",93,"12/13/2012",1,11,9,1,5,16,6.5,"4",3,4,3,30,31.2,14.9,15.5,7.9,7.5,402,NA,NA,NA,NA,NA,NA
"1498",4204,"2/20/2013",1,15,31,2,5,12,4,"9",4,6,3,15.7,15.8,14.2,14.2,7.9,7.8,402,NA,NA,NA,NA,NA,NA
"1499",76,"4/16/2013",1,13,21,2,5,17,4,"14",4,3,3,23.7,24.8,22.3,22.3,7.3,7.3,402,NA,NA,NA,NA,NA,NA
"1500",77,"4/16/2013",1,13,49,2,5,17,5,"14",4,4,3,23.4,26.3,22.4,22.2,7.9,7.1,701,NA,NA,NA,NA,NA,NA
"1501",3108,"4/16/2013",1,15,27,2,4,11,3,"9",4,4,3,16.9,16.9,22.7,22.8,8,7.7,404,NA,NA,NA,NA,NA,NA
"1502",54,"6/6/2013",1,11,46,1,4,10,3,"36",3,2,3,13.1,16.2,29.1,28.9,6.9,4.7,402,NA,NA,NA,NA,NA,NA
"1503",92,"6/6/2013",1,11,17,1,5,13,4,"36",3,4,3,14.9,19.2,28.7,28.3,6.7,5.4,402,NA,NA,NA,NA,NA,NA
"1504",93,"6/6/2013",1,10,44,1,5,18,4,"36",3,4,3,18.5,24.7,28.4,28.2,6.4,5.3,402,NA,NA,NA,NA,NA,NA
"1505",6228,"6/6/2013",1,12,9,1,5,12,5.5,"36",2,2,3,16.9,19.2,29,28.6,6.6,5.2,402,NA,NA,NA,NA,NA,NA
"1506",34,"6/18/2013",1,14,26,2,3,18,2,"27",4,2,3,3.5,6.9,31,30.1,6.8,3.3,112,NA,NA,NA,NA,NA,NA
"1507",76,"6/18/2013",1,9,25,2,5,18,3,"27",4,6,3,19.8,21.6,28.8,28.1,5.5,5,402,NA,NA,NA,NA,NA,NA
"1508",4108,"6/18/2013",1,12,19,2,4,8,3,"27",4,6,3,17.5,17.8,29.4,29.6,5.6,5.3,404,NA,NA,NA,NA,NA,NA
"1509",32,"7/18/2013",1,7,50,2,5,15,3.5,"4",3,2,3,17.7,24.8,28.4,28.5,6.6,4.8,402,NA,NA,NA,NA,NA,NA
"1510",76,"7/18/2013",1,8,38,2,5,18,8,"9",3,2,3,20.2,26.5,28.3,28.3,6.5,4.7,402,NA,NA,NA,NA,NA,NA
"1511",3147,"8/20/2013",1,11,50,2,4,14,4.5,"9",3,2,3,23.1,23.2,29.1,28.8,7.7,4.4,404,NA,NA,NA,NA,NA,NA
"1512",36,"9/16/2013",1,15,21,2,2,15,3.5,"14",2,1,3,6.6,6.7,31.4,30.3,6.6,4.8,222,NA,NA,NA,NA,NA,NA
"1513",37,"9/16/2013",1,13,28,2,4,14,2.5,"14",4,4,3,20.1,21,30.2,29.4,7.1,4.3,112,NA,NA,NA,NA,NA,NA
"1514",76,"9/16/2013",1,9,59,2,5,18,9,"9",4,4,3,25.8,25.9,29.7,29.6,5.7,4.6,402,NA,NA,NA,NA,NA,NA
"1515",77,"9/16/2013",1,10,51,2,5,19,11,"9",4,4,3,24.8,25.4,29.5,29.5,6,5.6,701,NA,NA,NA,NA,NA,NA
"1516",3102,"9/16/2013",1,12,29,2,4,12,6,"9",3,4,3,21.5,21.5,30,29.9,5.9,5.5,404,NA,NA,NA,NA,NA,NA
"1517",3224,"9/16/2013",1,11,59,2,5,17,6,"9",3,4,3,22.8,22.8,29.9,29.7,6.5,5.1,402,NA,NA,NA,NA,NA,NA
"1518",4225,"9/16/2013",1,11,35,2,5,16,4,"9",4,4,3,23.9,23.9,29.7,29.9,6,4.5,402,NA,NA,NA,NA,NA,NA
"1519",6103,"10/1/2013",1,10,55,1,4,7,4,"9",4,6,3,20.1,20.3,26.7,26.7,6.6,6.3,404,NA,NA,NA,NA,NA,NA
"1520",76,"10/15/2013",1,9,31,2,5,19,6,"9",3,6,3,26.8,28.2,26,26.3,5.8,5,402,NA,NA,NA,NA,NA,NA
"1521",6230,"3/19/2014",1,9,50,1,5,19,7,"4",3,2,3,20.3,26.7,15.8,15.9,8.7,7.1,402,NA,NA,NA,NA,NA,NA
"1522",47,"6/9/2014",1,9,0,1,5,41,3,"22",4,2,3,1.9,25.4,27.1,25.4,6,3.2,412,NA,NA,NA,NA,NA,NA
"1523",54,"6/9/2014",1,11,9,1,4,9,2,"22",4,4,3,10.5,10.5,28.9,28.8,6.1,5.7,402,NA,NA,NA,NA,NA,NA
"1524",92,"6/9/2014",1,10,37,1,5,13,1.5,"22",4,5,3,10.2,10.3,28.6,28.6,6.2,5.9,402,NA,NA,NA,NA,NA,NA
"1525",93,"6/9/2014",1,10,9,1,5,19,4.5,"22",4,5,3,10.6,10.9,28.8,28.8,6.6,5.9,402,NA,NA,NA,NA,NA,NA
"1526",95,"6/9/2014",1,8,32,1,3,26,1.5,"22",4,1,3,0.4,24.3,27.5,25.6,5.5,2.3,322,NA,NA,NA,NA,NA,NA
"1527",6111,"6/9/2014",1,11,33,1,4,9,1.5,"22",4,4,3,10.3,10.3,24,28.8,6.1,5.9,404,NA,NA,NA,NA,NA,NA
"1528",6209,"6/9/2014",1,11,58,1,5,15,3,"22",4,4,3,10.9,11.2,28.9,29,6.6,6.1,402,NA,NA,NA,NA,NA,NA
"1529",7005,"6/9/2014",1,9,33,1,5,50,2,"22",4,5,3,10,24.2,28.6,25.9,6.1,4.1,412,NA,NA,NA,NA,NA,NA
"1530",36,"7/16/2014",1,8,46,2,2,14,4,"32",3,1,3,7.1,7.7,29.5,29.7,5.3,4,222,NA,NA,NA,NA,NA,NA
"1531",37,"7/16/2014",1,10,26,2,4,11,4,"32",3,2,3,20.7,22.3,28.6,28.4,6,5.6,112,NA,NA,NA,NA,NA,NA
"1532",3117,"7/16/2014",1,13,36,2,4,12,7,"32",3,2,3,24.4,24.4,29.7,29,5.6,6,404,NA,NA,NA,NA,NA,NA
"1533",4106,"7/16/2014",1,14,6,2,4,12,4,"18",3,3,3,23.8,24.7,30,28.6,6.2,5.8,404,NA,NA,NA,NA,NA,NA
"1534",5004,"7/16/2014",1,10,3,2,4,16,3.5,"32",2,2,3,20.9,22.5,28.5,28.6,5.9,5.2,412,NA,NA,NA,NA,NA,NA
"1535",36,"8/12/2014",1,12,51,2,2,14,3,"32",2,1,3,8.9,9.8,30.8,30.3,6.3,4.8,222,NA,NA,NA,NA,NA,NA
"1536",4136,"8/12/2014",1,11,38,2,4,13,12,"36",1,1,3,29.6,30.2,29.9,29.6,5.2,4.8,404,NA,NA,NA,NA,NA,NA
"1537",4248,"8/12/2014",1,10,15,2,5,18,8,"36",1,1,3,30,29.9,29.8,29.6,5.6,5.3,402,NA,NA,NA,NA,NA,NA
"1538",36,"9/17/2014",1,14,53,2,2,15,3,"22",3,1,3,12.7,14.3,31.4,30,9.5,2.7,222,NA,NA,NA,NA,NA,NA
"1539",34,"12/16/2014",1,8,55,2,3,16,6,"27",3,1,3,18.8,24,15.8,15.2,7.8,7.3,112,NA,NA,NA,NA,NA,NA
"1540",36,"12/16/2014",1,8,27,2,2,14,4,"27",3,1,3,15.9,22.9,15.7,15.3,6.6,6.3,222,NA,NA,NA,NA,NA,NA
"1541",37,"1/20/2015",1,8,53,2,4,15,5,"9",2,1,3,19.3,24.2,12.6,12.7,10.4,8.3,112,NA,NA,NA,NA,NA,NA
"1542",4233,"1/20/2015",1,10,57,2,5,17,7,"9",2,1,3,17.4,27.5,12.7,13.1,9.5,7.6,402,NA,NA,NA,NA,NA,NA
"1543",5007,"1/20/2015",1,9,20,2,4,10,6,"9",2,1,3,18.7,24.5,13,13,9.1,8.4,412,NA,NA,NA,NA,NA,NA
"1544",36,"3/18/2015",1,12,36,2,2,10,1.5,"18",2,1,3,0.6,1.2,22.5,20.8,5,5.2,222,NA,NA,NA,NA,NA,NA
"1545",6113,"4/7/2015",1,12,53,1,4,8,2.5,"9",3,3,3,17.2,19.9,23.5,22.8,7.9,6.5,404,NA,NA,NA,NA,NA,NA
"1546",77,"4/21/2015",1,10,22,2,5,18,3.5,"9",3,4,3,16.4,30.5,22.9,22,7.5,6.4,701,NA,NA,NA,NA,NA,NA
"1547",3121,"4/21/2015",1,8,57,2,4,12,2.5,"4",3,3,3,12.8,15.4,22.6,22.7,7.3,5.9,404,NA,NA,NA,NA,NA,NA
"1548",4127,"4/21/2015",1,8,27,2,4,14,3,"4",3,3,3,14.3,17.3,22.5,22.6,7.2,6.1,404,NA,NA,NA,NA,NA,NA
"1549",4225,"4/21/2015",1,9,48,2,5,17,4,"9",4,4,3,16.5,19.2,23.1,22.7,7.3,5.9,402,NA,NA,NA,NA,NA,NA
"1550",6131,"5/18/2015",1,11,28,1,4,14,2.5,"14",4,3,3,16.7,16.7,27.3,27.2,7.1,6.2,404,NA,NA,NA,NA,NA,NA
"1551",37,"6/17/2015",1,12,52,2,4,13,2.5,"14",3,1,3,10.9,13.1,30.7,29.8,8.4,6.6,112,NA,NA,NA,NA,NA,NA
"1552",54,"7/20/2015",1,10,54,1,4,8,4,"22",2,1,3,14.2,25.6,32.7,31,5.1,5.1,402,NA,NA,NA,NA,NA,NA
"1553",5006,"8/12/2015",1,11,59,2,4,16,1.5,"4",2,1,3,28.5,28.9,32.8,31.1,5.8,5,412,NA,NA,NA,NA,NA,NA
"1554",7008,"8/18/2015",1,10,34,1,5,50,4,"22",3,4,3,30.8,31.1,28.9,28.7,5.9,4.4,412,NA,NA,NA,NA,NA,NA
"1555",54,"9/10/2015",1,9,11,1,4,8,2,"27",3,1,3,28.5,28.4,29.5,29.5,5.1,4.7,402,NA,NA,NA,NA,NA,NA
"1556",93,"9/10/2015",1,10,14,1,5,17,4,"27",3,2,3,30.2,31.2,29.6,29.6,5.8,5.1,402,NA,NA,NA,NA,NA,NA
"1557",6243,"9/10/2015",1,9,40,1,5,12,3,"27",3,1,3,29.8,29.9,29.6,29.5,5.4,4.2,402,NA,NA,NA,NA,NA,NA
"1558",5002,"4/19/2016",1,13,36,2,4,12,1.3,"14",4,3,3,5.3,5.5,21.9,21.6,8.9,9.1,412,NA,NA,NA,NA,NA,NA
"1559",3233,"4/21/2016",1,9,36,2,5,19,4.3,"18",2,3,3,11.6,12.5,22.6,22.2,8.3,6.2,402,NA,NA,NA,NA,NA,NA
"1560",92,"5/11/2016",1,10,56,1,5,13,5.5,"18",2,2,3,18.6,18.8,25.4,24.8,7.4,6.1,402,NA,NA,NA,NA,NA,NA
"1561",6112,"5/11/2016",1,11,44,1,4,9,2,"14",2,2,3,16.7,17.3,25.3,24.9,7,6,404,NA,NA,NA,NA,NA,NA
"1562",92,"6/9/2016",1,10,55,1,5,12,7,"9",4,2,3,18.6,18.7,28.9,28.9,6.5,6.2,402,NA,NA,NA,NA,NA,NA
"1563",34,"6/21/2016",1,13,46,2,3,21,3.5,"14",3,0,3,3.4,4.3,30,29.2,7.4,4.8,112,NA,NA,NA,NA,NA,NA
"1564",37,"6/21/2016",1,12,38,2,4,15,5,"14",2,1,3,14.5,19.9,29.7,29.1,7.6,4.3,112,NA,NA,NA,NA,NA,NA
"1565",4108,"6/21/2016",1,11,59,2,4,13,5,"14",1,0,3,15.2,18.9,30.3,28.8,7.8,6.1,404,NA,NA,NA,NA,NA,NA
"1566",6241,"8/9/2016",1,11,10,1,5,14,4.5,"9",2,1,3,25.9,27.2,30.9,30.7,6.8,5.2,402,NA,NA,NA,NA,NA,NA
"1567",54,"9/12/2016",1,11,36,1,4,9,3,"9",3,1,3,23.4,24.5,29,28.9,6.4,4.2,402,NA,NA,NA,NA,NA,NA
"1568",36,"9/19/2016",1,13,55,2,2,10,2,"36",2,0,3,2.4,3.9,30.1,30,7.2,2.9,222,NA,NA,NA,NA,NA,NA
"1569",37,"9/19/2016",1,12,45,2,4,15,2,"36",3,1,3,17.4,20.5,29.9,29.4,6.7,4.4,112,NA,NA,NA,NA,NA,NA
"1570",4215,"10/17/2016",1,9,33,2,5,12,2,"7",4,4,3,29,28.1,25.2,25.3,5.8,4.8,402,NA,NA,NA,NA,NA,NA
"1571",54,"2/14/2017",1,13,21,1,4,9,4,"14",3,1,3,23,24.5,19,18.8,8.8,6.2,402,NA,NA,NA,NA,NA,NA
"1572",54,"4/12/2017",1,11,15,1,4,10,1.5,"14",3,2,3,20.9,21.7,22.7,22.9,6.7,5.9,402,NA,NA,NA,NA,NA,NA
"1573",92,"4/12/2017",1,10,44,1,5,13,3,"18",3,2,3,18.5,20.8,22.7,22.7,7.2,6.1,402,NA,NA,NA,NA,NA,NA
"1574",95,"4/12/2017",1,8,34,1,3,20,1,"32",1,0,3,0.7,23.1,19.8,21.6,5.9,3.8,322,NA,NA,NA,NA,NA,NA
"1575",36,"4/17/2017",1,15,23,2,2,16,3,"14",4,1,3,4.3,4.7,26,25.5,8.8,7.3,222,NA,NA,NA,NA,NA,NA
"1576",6130,"8/10/2017",1,11,59,1,4,13,4,"4",2,0,3,22,23.1,30.2,30,6.5,3.2,404,NA,NA,NA,NA,NA,NA
"1577",6205,"8/10/2017",1,12,21,1,5,14,3.2,"14",2,0,3,22.5,23.5,30.1,30.2,6.5,4.5,402,NA,NA,NA,NA,NA,NA
"1578",77,"8/27/2018",1,8,57,2,5,19.2,4,"11",4,5,3,28.9,28.8,29.3,29.3,5.63,5.61,701,NA,NA,NA,NA,NA,NA
"1579",76,"8/27/2018",1,9,28,2,5,17.9,4,"11",4,5,3,29.01,29.01,29.5,29.5,5.67,5.66,402,NA,NA,NA,NA,NA,NA
"1580",77,"10/30/2018",1,10,57,2,5,12,2.5,"18",2,0,3,23.4,24.48,22.5,22.4,8.36,8.15,701,NA,NA,NA,NA,NA,NA
"1581",77,"11/28/2018",1,6,15,2,5,15.8,2,"4",2,0,3,25.88,29.43,13.8,16.7,8.3,7.76,701,NA,NA,NA,NA,NA,NA
"1582",76,"11/28/2018",1,6,40,2,5,16,2,"4",2,0,3,25.6,30.75,13.5,17.7,8.4,7,402,NA,NA,NA,NA,NA,NA
"1583",60,"1/8/2019",1,11,22,3,4,9,1.8,"22",2,1,3,2.2,2.7,16.3,16,8.8,8.6,402,NA,NA,NA,NA,NA,NA
"1584",95,"5/20/2019",1,8,53,1,3,26,1.5,"18",1,0,3,0,0,23.4,23.4,5.9,5.8,322,NA,NA,NA,NA,NA,NA
"1585",95,"5/20/2019",1,8,53,1,3,26,1.5,"18",1,0,3,0,0,23.4,23.4,5.9,5.8,322,NA,NA,NA,NA,NA,NA
"1586",47,"6/19/2019",1,10,49,1,5,48,2,"22",4,1,3,12.3,21.9,28.9,28.5,6.8,4.2,412,NA,NA,NA,NA,NA,NA
"1587",93,"6/19/2019",1,11,58,1,5,17,4,"22",4,4,3,18.6,18.9,29.1,28.5,6.8,5.8,402,NA,NA,NA,NA,NA,NA
"1588",95,"6/19/2019",1,10,13,1,3,28,3,"22",4,1,3,8.3,19.5,28.4,28.2,6,3.5,322,NA,NA,NA,NA,NA,NA
"1589",47,"6/19/2019",1,10,49,1,5,48,2,"22",4,1,3,12.3,21.9,28.9,28.5,6.8,4.2,412,NA,NA,NA,NA,NA,NA
"1590",93,"6/19/2019",1,11,58,1,5,17,4,"22",4,4,3,18.6,18.9,29.1,28.5,6.8,5.8,402,NA,NA,NA,NA,NA,NA
"1591",95,"6/19/2019",1,10,13,1,3,28,3,"22",4,1,3,8.3,19.5,28.4,28.2,6,3.5,322,NA,NA,NA,NA,NA,NA
"1592",49,"7/18/2019",1,12,5,3,2,32,2.3,"18",1,0,3,0.8,1.6,31,29.7,5.7,4.4,312,NA,NA,NA,NA,NA,NA
"1593",50,"7/18/2019",1,12,34,3,2,18,2.5,"18",2,0,3,3.5,3.8,31.4,30.4,7.1,6.5,312,NA,NA,NA,NA,NA,NA
"1594",51,"7/18/2019",1,13,8,3,3,9,2.5,"18",3,1,3,5.3,5.8,31,30,11.1,7.3,112,NA,NA,NA,NA,NA,NA
"1595",49,"7/18/2019",1,12,5,3,2,32,2.3,"18",1,0,3,0.8,1.6,31,29.7,5.7,4.4,312,NA,NA,NA,NA,NA,NA
"1596",50,"7/18/2019",1,12,34,3,2,18,2.5,"18",2,0,3,3.5,3.8,31.4,30.4,7.1,6.5,312,NA,NA,NA,NA,NA,NA
"1597",51,"7/18/2019",1,13,8,3,3,9,2.5,"18",3,1,3,5.3,5.8,31,30,11.1,7.3,112,NA,NA,NA,NA,NA,NA
"1598",54,"7/22/2019",1,11,14,1,4,9,2.3,"27",2,1,3,8.1,14.3,29.4,29.5,7.3,6.3,402,NA,NA,NA,NA,NA,NA
"1599",92,"7/22/2019",1,10,12,1,5,12,3.3,"27",2,3,3,11,15.6,29.8,29.4,6.7,6.4,402,NA,NA,NA,NA,NA,NA
