STA,DATE,GEAR,CODE,NAME,MIN.SL,MAX.SL,MEASURED,TOT.NUM,TOT.WEIGHT
5005,2/20/2013,1,29350230201,Callinectes similis,NA,NA,1,1,0.5
5005,2/20/2013,1,36030110202,Citharichthys spilopterus,NA,NA,2,2,0.7
5005,2/20/2013,1,29350340101,Clibanarius vittatus,NA,NA,1,1,0
5005,2/20/2013,1,36030350401,Ctenogobius boleosoma,NA,NA,3,3,2.3
5005,2/20/2013,1,36030530101,Cynoscion arenarius,NA,NA,2,2,13.7
5005,2/20/2013,1,36030170301,Dorosoma petenense,NA,NA,1,1,22.7
5005,2/20/2013,1,36030110301,Etropus crossotus,NA,NA,8,8,25.7
5005,2/20/2013,1,29350010101,Farfantepenaeus aztecus,NA,NA,2,2,5.3
5005,2/20/2013,1,29350050102,Macrobrachium ohione,NA,NA,2,2,0.3
5005,2/20/2013,1,36030620601,Micropogonias undulatus,NA,NA,20,31,15
5005,2/20/2013,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
5005,2/20/2013,1,36030700103,Peprilus burti,NA,NA,1,1,0.3
5005,2/20/2013,1,36030800107,Prionotus tribulus,NA,NA,1,1,1.6
5005,2/20/2013,1,36030200101,Symphurus plagiusa,NA,NA,2,2,1.3
47,3/7/2013,1,29350020101,Acetes americanus carolinae,NA,NA,10,10,0.4
47,3/7/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,26,52.2
47,3/7/2013,1,36030050201,Ariopsis felis,NA,NA,2,2,528.9
47,3/7/2013,1,36030050101,Bagre marinus,NA,NA,1,1,26.5
47,3/7/2013,1,29350230201,Callinectes similis,NA,NA,4,4,1.6
47,3/7/2013,1,36030170301,Dorosoma petenense,NA,NA,5,5,113.5
47,3/7/2013,1,36030110301,Etropus crossotus,NA,NA,1,1,0
47,3/7/2013,1,29350010103,Litopenaeus setiferus,NA,NA,1,1,108
47,3/7/2013,1,36030620601,Micropogonias undulatus,NA,NA,4,4,0.2
47,3/7/2013,1,36030700103,Peprilus burti,NA,NA,3,3,17.1
47,3/7/2013,1,29350090000,Processidae,NA,NA,2,2,0.1
47,3/7/2013,1,29260010201,Squilla empusa,NA,NA,1,1,9.7
54,3/7/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,465,474.5
54,3/7/2013,1,5020010101,Beroe ovata,NA,NA,NA,NA,NA
54,3/7/2013,1,36030620601,Micropogonias undulatus,NA,NA,8,8,64.2
54,3/7/2013,1,36030700103,Peprilus burti,NA,NA,1,1,0.3
92,3/7/2013,1,11010090100,Amathia sp.,NA,NA,NA,NA,0.1
92,3/7/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,44,63.1
92,3/7/2013,1,29350340101,Clibanarius vittatus,NA,NA,11,11,0.1
92,3/7/2013,1,36030110301,Etropus crossotus,NA,NA,1,1,4.4
92,3/7/2013,1,36030620401,Leiostomus xanthurus,NA,NA,1,1,66.9
92,3/7/2013,1,29350010103,Litopenaeus setiferus,NA,NA,1,1,8.4
92,3/7/2013,1,14050030301,Lolliguncula brevis,NA,NA,1,1,5
92,3/7/2013,1,36030620601,Micropogonias undulatus,NA,NA,2,2,0.2
92,3/7/2013,1,14040040101,Rangia cuneata,NA,NA,2,2,0.3
93,3/7/2013,1,29350020101,Acetes americanus carolinae,NA,NA,1,1,0
93,3/7/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,1339,1318.7
93,3/7/2013,1,36030050201,Ariopsis felis,NA,NA,3,3,300.6
93,3/7/2013,1,36030620101,Bairdiella chrysoura,NA,NA,1,1,37.5
93,3/7/2013,1,5020010101,Beroe ovata,NA,NA,NA,NA,NA
93,3/7/2013,1,36020020102,Dasyatis say,NA,NA,1,1,700.2
93,3/7/2013,1,36030270101,Elops saurus,NA,NA,16,16,2.4
93,3/7/2013,1,36030110301,Etropus crossotus,NA,NA,2,2,18
93,3/7/2013,1,36030620401,Leiostomus xanthurus,NA,NA,14,14,503.7
93,3/7/2013,1,29350010103,Litopenaeus setiferus,NA,NA,1,1,22.4
93,3/7/2013,1,29320020302,Livoneca redmanii,NA,NA,1,1,0.1
93,3/7/2013,1,14050030301,Lolliguncula brevis,NA,NA,20,34,158.6
93,3/7/2013,1,30020050102,Luidia clathrata,NA,NA,1,1,3.8
93,3/7/2013,1,36030700103,Peprilus burti,NA,NA,6,6,90.9
93,3/7/2013,1,36030770206,Sphoeroides parvus,NA,NA,2,2,2.6
93,3/7/2013,1,36030790101,Trichiurus lepturus,NA,NA,6,6,40.3
93,3/7/2013,1,36030330101,Urophycis floridana,NA,NA,1,1,47.6
95,3/7/2013,1,36030620401,Leiostomus xanthurus,NA,NA,1,1,38
6122,3/7/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,329,460.8
6122,3/7/2013,1,36030050201,Ariopsis felis,NA,NA,1,1,310.3
6122,3/7/2013,1,36030170301,Dorosoma petenense,NA,NA,1,1,30
6122,3/7/2013,1,36030620601,Micropogonias undulatus,NA,NA,4,4,28.5
6122,3/7/2013,1,36030700103,Peprilus burti,NA,NA,4,4,5.2
6219,3/7/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,143,105.7
6219,3/7/2013,1,36030050201,Ariopsis felis,NA,NA,12,12,2402
6219,3/7/2013,1,29350340101,Clibanarius vittatus,NA,NA,1,1,0
6219,3/7/2013,1,36030110301,Etropus crossotus,NA,NA,1,1,7.4
6219,3/7/2013,1,29350010101,Farfantepenaeus aztecus,NA,NA,1,1,10.3
6219,3/7/2013,1,29350010102,Farfantepenaeus duorarum,NA,NA,1,1,16.3
6219,3/7/2013,1,36030620401,Leiostomus xanthurus,NA,NA,5,5,159.9
6219,3/7/2013,1,14050030301,Lolliguncula brevis,NA,NA,1,1,24.1
6219,3/7/2013,1,36030620601,Micropogonias undulatus,NA,NA,1,1,49.8
6219,3/7/2013,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
6219,3/7/2013,1,36030700103,Peprilus burti,NA,NA,6,6,40
6219,3/7/2013,1,29350010302,Rimapenaeus similis,NA,NA,1,1,2.4
6219,3/7/2013,1,36030330101,Urophycis floridana,NA,NA,1,1,16.1
7008,3/7/2013,1,29350230203,Callinectes sapidus,NA,NA,1,1,152
7008,3/7/2013,1,29350010302,Rimapenaeus similis,NA,NA,1,1,1.2
32,3/14/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,172,200.5
32,3/14/2013,1,36030050201,Ariopsis felis,NA,NA,1,1,454.8
32,3/14/2013,1,14050030301,Lolliguncula brevis,NA,NA,10,10,101.5
32,3/14/2013,1,36030620601,Micropogonias undulatus,NA,NA,1,1,0
32,3/14/2013,1,36030790101,Trichiurus lepturus,NA,NA,3,3,26.2
34,3/14/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,2308,1315.7
34,3/14/2013,1,36030620101,Bairdiella chrysoura,NA,NA,2,2,38.6
34,3/14/2013,1,36030170201,Brevoortia patronus,NA,NA,1,1,0.5
34,3/14/2013,1,29350230203,Callinectes sapidus,NA,NA,1,1,5
34,3/14/2013,1,36030530101,Cynoscion arenarius,NA,NA,2,2,22.8
34,3/14/2013,1,36030530102,Cynoscion nebulosus,NA,NA,1,1,20.5
34,3/14/2013,1,36030170301,Dorosoma petenense,NA,NA,1,1,16
34,3/14/2013,1,36030620401,Leiostomus xanthurus,NA,NA,3,3,78.5
34,3/14/2013,1,36030620601,Micropogonias undulatus,NA,NA,20,47,292.6
34,3/14/2013,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
36,3/14/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,2247,539.3
36,3/14/2013,1,36030170201,Brevoortia patronus,NA,NA,20,77,24.4
36,3/14/2013,1,36030620401,Leiostomus xanthurus,NA,NA,4,4,138.7
36,3/14/2013,1,36030620402,Leiostomus xanthurus YOY,NA,NA,20,1438,1668.3
36,3/14/2013,1,36030620601,Micropogonias undulatus,NA,NA,1,1,37.7
36,3/14/2013,1,36030620602,Micropogonias undulatus YOY,NA,NA,20,211,184.9
37,3/14/2013,1,11010090100,Amathia sp.,NA,NA,NA,NA,0.1
37,3/14/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,21,22.6
37,3/14/2013,1,36030050201,Ariopsis felis,NA,NA,2,2,12.6
37,3/14/2013,1,5020010101,Beroe ovata,NA,NA,NA,NA,NA
37,3/14/2013,1,29350230203,Callinectes sapidus,NA,NA,3,3,11.1
37,3/14/2013,1,14030030101,Cantharus cancellarius,NA,NA,14,14,0.7
37,3/14/2013,1,36030110202,Citharichthys spilopterus,NA,NA,1,1,4.5
37,3/14/2013,1,29350340101,Clibanarius vittatus,NA,NA,1,1,0
37,3/14/2013,1,36030530101,Cynoscion arenarius,NA,NA,1,1,0.1
37,3/14/2013,1,36030110301,Etropus crossotus,NA,NA,1,1,3.6
37,3/14/2013,1,29350050102,Macrobrachium ohione,NA,NA,2,2,0.4
37,3/14/2013,1,36030620601,Micropogonias undulatus,NA,NA,20,20,6.2
37,3/14/2013,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
37,3/14/2013,1,4030050101,Paranthus rapiformes,NA,NA,1,1,0.7
37,3/14/2013,1,36030700103,Peprilus burti,NA,NA,2,2,6.8
76,3/14/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,423,625.6
76,3/14/2013,1,14050030301,Lolliguncula brevis,NA,NA,13,13,152.6
76,3/14/2013,1,30020050102,Luidia clathrata,NA,NA,1,1,10.5
76,3/14/2013,1,36030620501,Menticirrhus americanus,NA,NA,1,1,29.7
77,3/14/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,140,191.5
77,3/14/2013,1,36030050201,Ariopsis felis,NA,NA,2,2,323.8
77,3/14/2013,1,36030240101,Chilomycterus schoepfi,NA,NA,1,1,558.8
77,3/14/2013,1,14050030301,Lolliguncula brevis,NA,NA,20,31,231.5
77,3/14/2013,1,30020050102,Luidia clathrata,NA,NA,2,2,26.2
77,3/14/2013,1,36030620501,Menticirrhus americanus,NA,NA,1,1,7.6
77,3/14/2013,1,29350230302,Ovalipes floridanus,NA,NA,2,2,0.4
3131,3/14/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,335,622.2
3131,3/14/2013,1,36030050201,Ariopsis felis,NA,NA,3,3,705.1
3131,3/14/2013,1,5020010101,Beroe ovata,NA,NA,NA,NA,NA
3131,3/14/2013,1,36030530101,Cynoscion arenarius,NA,NA,4,4,55
3131,3/14/2013,1,36020020101,Dasyatis sabina,NA,NA,1,1,1223.9
3131,3/14/2013,1,36030110301,Etropus crossotus,NA,NA,4,4,18.4
3131,3/14/2013,1,14050030301,Lolliguncula brevis,NA,NA,3,3,69.1
3131,3/14/2013,1,36030620601,Micropogonias undulatus,NA,NA,20,40,87.3
3131,3/14/2013,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
3131,3/14/2013,1,36030700103,Peprilus burti,NA,NA,5,5,42
3209,3/14/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,247,207.9
3209,3/14/2013,1,36030050201,Ariopsis felis,NA,NA,1,1,10.3
3209,3/14/2013,1,5020010101,Beroe ovata,NA,NA,NA,NA,NA
3209,3/14/2013,1,29350230201,Callinectes similis,NA,NA,1,1,0
3209,3/14/2013,1,36030530101,Cynoscion arenarius,NA,NA,2,2,36.9
3209,3/14/2013,1,29350010102,Farfantepenaeus duorarum,NA,NA,1,1,8.9
3209,3/14/2013,1,36030620401,Leiostomus xanthurus,NA,NA,5,5,189.5
3209,3/14/2013,1,14050030301,Lolliguncula brevis,NA,NA,20,32,249.4
3209,3/14/2013,1,36030620601,Micropogonias undulatus,NA,NA,2,2,9.7
3209,3/14/2013,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
3209,3/14/2013,1,36030700103,Peprilus burti,NA,NA,3,3,33.3
3209,3/14/2013,1,36030800107,Prionotus tribulus,NA,NA,1,1,3.8
3209,3/14/2013,1,36030130701,Sphoeroides parvus,NA,NA,1,1,2.6
3209,3/14/2013,1,36030750101,Syngnathus louisianae,NA,NA,1,1,3
3209,3/14/2013,1,36030330101,Urophycis floridana,NA,NA,5,5,161
4131,3/14/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,277,362.8
4131,3/14/2013,1,36030050201,Ariopsis felis,NA,NA,1,1,700.2
4131,3/14/2013,1,5020010101,Beroe ovata,NA,NA,NA,NA,NA
4131,3/14/2013,1,36030530101,Cynoscion arenarius,NA,NA,2,2,18.8
4131,3/14/2013,1,36030170301,Dorosoma petenense,NA,NA,1,1,15.4
4131,3/14/2013,1,36030270101,Elops saurus,NA,NA,4,4,0.9
4131,3/14/2013,1,36030620501,Menticirrhus americanus,NA,NA,1,1,4.5
4131,3/14/2013,1,36030620601,Micropogonias undulatus,NA,NA,20,27,30.7
4131,3/14/2013,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
4131,3/14/2013,1,36030700103,Peprilus burti,NA,NA,5,5,33.3
4131,3/14/2013,1,36030770206,Sphoeroides parvus,NA,NA,1,1,2.3
4131,3/14/2013,1,14040100102,Tagelus plebius,NA,NA,1,1,0.5
4233,3/14/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,564,485.2
4233,3/14/2013,1,36030050201,Ariopsis felis,NA,NA,4,4,98.2
4233,3/14/2013,1,5020010101,Beroe ovata,NA,NA,NA,NA,NA
4233,3/14/2013,1,36030170201,Brevoortia patronus,NA,NA,1,1,0
4233,3/14/2013,1,36020020101,Dasyatis sabina,NA,NA,1,1,598.6
4233,3/14/2013,1,36030270101,Elops saurus,NA,NA,3,3,0.7
4233,3/14/2013,1,14050030301,Lolliguncula brevis,NA,NA,4,4,67.7
4233,3/14/2013,1,36030620601,Micropogonias undulatus,NA,NA,11,11,58.9
4233,3/14/2013,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
4233,3/14/2013,1,36030700103,Peprilus burti,NA,NA,1,1,0.1
4233,3/14/2013,1,36030330101,Urophycis floridana,NA,NA,1,1,18.7
5004,3/14/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,94,52.3
5004,3/14/2013,1,36030050201,Ariopsis felis,NA,NA,5,5,225.3
5004,3/14/2013,1,5020010101,Beroe ovata,NA,NA,NA,NA,NA
5004,3/14/2013,1,29350230203,Callinectes sapidus,NA,NA,1,1,0.1
5004,3/14/2013,1,36030530101,Cynoscion arenarius,NA,NA,1,1,9.6
5004,3/14/2013,1,36030110301,Etropus crossotus,NA,NA,1,1,4.6
5004,3/14/2013,1,29350010101,Farfantepenaeus aztecus,NA,NA,1,1,0
5004,3/14/2013,1,29350010103,Litopenaeus setiferus,NA,NA,4,4,22.5
5004,3/14/2013,1,14050030301,Lolliguncula brevis,NA,NA,1,1,9
5004,3/14/2013,1,29350050102,Macrobrachium ohione,NA,NA,1,1,0.2
5004,3/14/2013,1,36030620601,Micropogonias undulatus,NA,NA,20,93,70.6
5004,3/14/2013,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
5004,3/14/2013,1,36030700103,Peprilus burti,NA,NA,2,2,3.9
47,4/15/2013,1,29350020101,Acetes americanus carolinae,NA,NA,20,248,8.7
47,4/15/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,149,409.2
47,4/15/2013,1,36030170201,Brevoortia patronus,NA,NA,1,1,0
47,4/15/2013,1,29350230201,Callinectes similis,NA,NA,5,5,12.7
47,4/15/2013,1,36030530101,Cynoscion arenarius,NA,NA,7,7,0.2
47,4/15/2013,1,36030270101,Elops saurus,NA,NA,1,1,0.2
47,4/15/2013,1,36030110301,Etropus crossotus,NA,NA,1,1,0
47,4/15/2013,1,29320020302,Livoneca redmanii,NA,NA,1,1,0.2
47,4/15/2013,1,14050030301,Lolliguncula brevis,NA,NA,19,19,119.8
47,4/15/2013,1,36030620601,Micropogonias undulatus,NA,NA,20,131,228.2
47,4/15/2013,1,36030700103,Peprilus burti,NA,NA,16,16,53.1
47,4/15/2013,1,36030800107,Prionotus tribulus,NA,NA,1,1,0
47,4/15/2013,1,29350010302,Rimapenaeus similis,NA,NA,20,23,32.1
47,4/15/2013,1,29260010201,Squilla empusa,NA,NA,8,8,0.3
47,4/15/2013,1,36030200101,Symphurus plagiusa,NA,NA,1,1,2.3
47,4/15/2013,1,36030790101,Trichiurus lepturus,NA,NA,9,9,84.8
54,4/15/2013,1,36030620802,Anchoa mitchilli,NA,NA,20,1637,1866
54,4/15/2013,1,36030530101,Cynoscion arenarius,NA,NA,1,1,0
54,4/15/2013,1,29320020302,Livoneca redmanii,NA,NA,1,1,0
54,4/15/2013,1,36030620601,Micropogonias undulatus,NA,NA,7,7,16.6
54,4/15/2013,1,36030700103,Peprilus burti,NA,NA,2,2,1.1
92,4/15/2013,1,29350020101,Acetes americanus carolinae,NA,NA,20,52,1.9
92,4/15/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,126,307.1
92,4/15/2013,1,5020010101,Beroe ovata,NA,NA,NA,NA,NA
92,4/15/2013,1,29350230201,Callinectes similis,NA,NA,11,11,6.7
92,4/15/2013,1,36030530101,Cynoscion arenarius,NA,NA,6,6,0.4
92,4/15/2013,1,36020020101,Dasyatis sabina,NA,NA,1,1,395.1
92,4/15/2013,1,29350010101,Farfantepenaeus aztecus,NA,NA,3,3,65.5
92,4/15/2013,1,29350010102,Farfantepenaeus duorarum,NA,NA,1,1,11.1
92,4/15/2013,1,36030620301,Larimus fasciatus,NA,NA,1,1,11
92,4/15/2013,1,29350010103,Litopenaeus setiferus,NA,NA,1,1,39.9
92,4/15/2013,1,14050030301,Lolliguncula brevis,NA,NA,8,8,121.3
92,4/15/2013,1,36030620601,Micropogonias undulatus,NA,NA,20,54,245.7
92,4/15/2013,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
92,4/15/2013,1,36030700103,Peprilus burti,NA,NA,2,2,1.3
92,4/15/2013,1,29350010302,Rimapenaeus similis,NA,NA,1,1,0.1
92,4/15/2013,1,36030200101,Symphurus plagiusa,NA,NA,1,1,6.6
92,4/15/2013,1,36030790101,Trichiurus lepturus,NA,NA,1,1,10.1
93,4/15/2013,1,29350020101,Acetes americanus carolinae,NA,NA,20,160,8.8
93,4/15/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,67,198.8
93,4/15/2013,1,36030050201,Ariopsis felis,NA,NA,3,3,275.1
93,4/15/2013,1,36030620101,Bairdiella chrysoura,NA,NA,1,1,23.6
93,4/15/2013,1,5020010101,Beroe ovata,NA,NA,NA,NA,NA
93,4/15/2013,1,29350230201,Callinectes similis,NA,NA,8,8,15
93,4/15/2013,1,36030530101,Cynoscion arenarius,NA,NA,1,1,0
93,4/15/2013,1,36020020101,Dasyatis sabina,NA,NA,1,1,1609.2
93,4/15/2013,1,36030110301,Etropus crossotus,NA,NA,1,1,10
93,4/15/2013,1,36030620301,Larimus fasciatus,NA,NA,1,1,0.3
93,4/15/2013,1,36030620401,Leiostomus xanthurus,NA,NA,1,1,62.9
93,4/15/2013,1,14050030301,Lolliguncula brevis,NA,NA,20,23,92.4
93,4/15/2013,1,30020050102,Luidia clathrata,NA,NA,1,1,11.1
93,4/15/2013,1,36030620601,Micropogonias undulatus,NA,NA,1,1,0.4
93,4/15/2013,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
93,4/15/2013,1,18040010301,Myzobdella lugubris,NA,NA,1,1,0.1
93,4/15/2013,1,36030510301,Ophidion welshi,NA,NA,1,1,9.5
93,4/15/2013,1,36030800103,Prionotus longispinosus,NA,NA,1,1,4.5
93,4/15/2013,1,36030800107,Prionotus tribulus,NA,NA,1,1,0.1
93,4/15/2013,1,29350010302,Rimapenaeus similis,NA,NA,5,5,4.9
93,4/15/2013,1,29260010201,Squilla empusa,NA,NA,12,12,37
93,4/15/2013,1,36030330101,Urophycis floridana,NA,NA,1,1,56.7
95,4/15/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,583,705.2
95,4/15/2013,1,36030050201,Ariopsis felis,NA,NA,1,1,154.7
95,4/15/2013,1,5020010101,Beroe ovata,NA,NA,NA,NA,NA
95,4/15/2013,1,36030530101,Cynoscion arenarius,NA,NA,11,11,4.2
95,4/15/2013,1,36030620601,Micropogonias undulatus,NA,NA,20,89,41.2
95,4/15/2013,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
95,4/15/2013,1,36030700103,Peprilus burti,NA,NA,1,1,0.4
6122,4/15/2013,1,29350020101,Acetes americanus carolinae,NA,NA,20,39,2.4
6122,4/15/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,298,625.2
6122,4/15/2013,1,36030050201,Ariopsis felis,NA,NA,2,2,398.5
6122,4/15/2013,1,5020010101,Beroe ovata,NA,NA,NA,NA,NA
6122,4/15/2013,1,29350230201,Callinectes similis,NA,NA,4,4,2
6122,4/15/2013,1,14030030101,Cantharus cancellarius,NA,NA,1,1,4.5
6122,4/15/2013,1,36020020101,Dasyatis sabina,NA,NA,1,1,197.8
6122,4/15/2013,1,29350010102,Farfantepenaeus duorarum,NA,NA,1,1,0.2
6122,4/15/2013,1,14050030301,Lolliguncula brevis,NA,NA,20,22,262.3
6122,4/15/2013,1,36030620601,Micropogonias undulatus,NA,NA,20,79,282
6122,4/15/2013,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
6122,4/15/2013,1,36030700103,Peprilus burti,NA,NA,1,1,42.5
6122,4/15/2013,1,29260010201,Squilla empusa,NA,NA,1,1,0
6122,4/15/2013,1,36030670301,Trinectes maculatus,NA,NA,1,1,6.3
6235,4/15/2013,1,29350020101,Acetes americanus carolinae,NA,NA,20,150,6
6235,4/15/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,226,449.8
6235,4/15/2013,1,36030050201,Ariopsis felis,NA,NA,17,17,615.6
6235,4/15/2013,1,36030620101,Bairdiella chrysoura,NA,NA,5,5,137.3
6235,4/15/2013,1,5020010101,Beroe ovata,NA,NA,NA,NA,NA
6235,4/15/2013,1,29350230201,Callinectes similis,NA,NA,1,1,1.4
6235,4/15/2013,1,36030660101,Centropristis philadelphica,NA,NA,1,1,2.6
6235,4/15/2013,1,36020020102,Dasyatis say,NA,NA,2,2,1201.2
6235,4/15/2013,1,36030110301,Etropus crossotus,NA,NA,1,1,7.3
6235,4/15/2013,1,14050030301,Lolliguncula brevis,NA,NA,20,22,187.8
6235,4/15/2013,1,36030620601,Micropogonias undulatus,NA,NA,6,6,76.4
6235,4/15/2013,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
6235,4/15/2013,1,29320020402,Nerocila acuminata,NA,NA,1,1,0.5
6235,4/15/2013,1,29350340505,Pagurus pollicaris,NA,NA,1,1,0.3
6235,4/15/2013,1,36030700103,Peprilus burti,NA,NA,1,1,0.6
6235,4/15/2013,1,29260010201,Squilla empusa,NA,NA,1,1,0
6235,4/15/2013,1,36030620801,Stellifer lanceolatus,NA,NA,1,1,21
6235,4/15/2013,1,36030760201,Synodus foetens,NA,NA,1,1,0.3
6235,4/15/2013,1,36030790101,Trichiurus lepturus,NA,NA,2,2,68.5
7002,4/15/2013,1,29350020101,Acetes americanus carolinae,NA,NA,20,35,0.8
7002,4/15/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,242,701.3
7002,4/15/2013,1,36030050201,Ariopsis felis,NA,NA,1,1,135.3
7002,4/15/2013,1,36030170201,Brevoortia patronus,NA,NA,1,1,28.2
7002,4/15/2013,1,40300110202,Calliactis tricolor,NA,NA,1,1,NA
7002,4/15/2013,1,29350230201,Callinectes similis,NA,NA,12,12,14.2
7002,4/15/2013,1,36030660101,Centropristis philadelphica,NA,NA,2,2,2.4
7002,4/15/2013,1,36030110202,Citharichthys spilopterus,NA,NA,2,2,13.5
7002,4/15/2013,1,36030530101,Cynoscion arenarius,NA,NA,19,19,1.2
7002,4/15/2013,1,29350010101,Farfantepenaeus aztecus,NA,NA,3,3,15.7
7002,4/15/2013,1,14050030301,Lolliguncula brevis,NA,NA,20,113,560.7
7002,4/15/2013,1,29350020201,Lucifer faxoni,NA,NA,2,2,0
7002,4/15/2013,1,36030620601,Micropogonias undulatus,NA,NA,10,10,23.8
7002,4/15/2013,1,29350340505,Pagurus pollicaris,NA,NA,1,1,4.2
7002,4/15/2013,1,36030700103,Peprilus burti,NA,NA,15,15,114.1
7002,4/15/2013,1,36030800103,Prionotus longispinosus,NA,NA,1,1,3.5
7002,4/15/2013,1,29350010302,Rimapenaeus similis,NA,NA,20,23,32.7
7002,4/15/2013,1,29350010202,Sicyonia dorsalis,NA,NA,1,1,2.4
7002,4/15/2013,1,29260010201,Squilla empusa,NA,NA,1,1,15.3
7002,4/15/2013,1,36030200101,Symphurus plagiusa,NA,NA,1,1,3.9
7002,4/15/2013,1,36030790101,Trichiurus lepturus,NA,NA,11,11,105.9
7002,4/15/2013,1,36030330101,Urophycis floridana,NA,NA,1,1,24.6
32,4/16/2013,1,29350020101,Acetes americanus carolinae,NA,NA,7,7,0.2
32,4/16/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,1077,2319.9
32,4/16/2013,1,36030050201,Ariopsis felis,NA,NA,1,1,256.1
32,4/16/2013,1,5020010101,Beroe ovata,NA,NA,NA,NA,NA
32,4/16/2013,1,29350230201,Callinectes similis,NA,NA,1,1,1.2
32,4/16/2013,1,36030110202,Citharichthys spilopterus,NA,NA,1,1,0.5
32,4/16/2013,1,29350010101,Farfantepenaeus duorarum,NA,NA,1,1,16.7
32,4/16/2013,1,14050030301,Lolliguncula brevis,NA,NA,20,22,256.1
32,4/16/2013,1,36030620601,Micropogonias undulatus,NA,NA,1,1,1.3
32,4/16/2013,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
32,4/16/2013,1,36030700103,Peprilus burti,NA,NA,2,2,53.4
32,4/16/2013,1,36020010101,Rhizoprionodon terraenovae,NA,NA,1,1,1540.7
34,4/16/2013,1,14040010101,Anadara ovalis,NA,NA,1,1,0
34,4/16/2013,1,36030050201,Ariopsis felis,NA,NA,1,1,138.2
34,4/16/2013,1,29350230203,Callinectes sapidus,NA,NA,15,15,17.2
34,4/16/2013,1,36030110202,Citharichthys spilopterus,NA,NA,6,6,0.4
34,4/16/2013,1,29350010101,Farfantepenaeus aztecus,NA,NA,20,26,1.8
34,4/16/2013,1,36030620401,Leiostomus xanthurus,NA,NA,3,3,16.5
34,4/16/2013,1,29350050102,Macrobrachium ohione,NA,NA,3,3,0.6
34,4/16/2013,1,36030620601,Micropogonias undulatus,NA,NA,19,19,59.3
34,4/16/2013,1,29350250501,Rhizoprionodon terraenovae,NA,NA,1,1,0.4
34,4/16/2013,1,36030670301,Trinectes maculatus,NA,NA,2,2,1.5
36,4/16/2013,1,36030280102,Anchoa mitchilli,NA,NA,20,265,132.7
36,4/16/2013,1,36030170201,Brevoortia patronus,NA,NA,5,5,8
36,4/16/2013,1,29350230203,Callinectes sapidus,NA,NA,1,1,0.2
36,4/16/2013,1,36030110202,Citharichthys spilopterus,NA,NA,1,1,0.4
36,4/16/2013,1,36030530102,Cynoscion nebulosus,NA,NA,1,1,35.9
36,4/16/2013,1,36030270101,Elops saurus,NA,NA,1,1,0.1
36,4/16/2013,1,29350010101,Farfantepenaeus aztecus,NA,NA,2,2,0
36,4/16/2013,1,36030370103,Ictalurus furcatus,NA,NA,1,1,709.6
36,4/16/2013,1,36030620401,Leiostomus xanthurus,NA,NA,20,419,947.4
36,4/16/2013,1,36031060102,Lepisosteus oculatus,NA,NA,1,1,1527.2
36,4/16/2013,1,36030620601,Micropogonias undulatus,NA,NA,20,20,24
36,4/16/2013,1,14040040101,Rangia cuneata,NA,NA,2,2,3.9
